date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:02:04	66422/66422	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:02:03%20GMT	https://www.gotur.kz/oteli/kazakhstan/zhambylskaia-oblast.html	./gotur-website/www.gotur.kz/oteli/kazakhstan/zhambylskaia-oblast.html	(from https://www.gotur.kz/)
00:02:04	65645/65645	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:02:04%20GMT	https://www.gotur.kz/oteli/kazakhstan/zapadno-kazakhstanskaia-obl.html	./gotur-website/www.gotur.kz/oteli/kazakhstan/zapadno-kazakhstanskaia-obl.html	(from https://www.gotur.kz/)
00:02:06	99303/99303	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:02:05%20GMT	https://www.gotur.kz/oteli/kazakhstan/karagandinskaia-obl.html	./gotur-website/www.gotur.kz/oteli/kazakhstan/karagandinskaia-obl.html	(from https://www.gotur.kz/)
00:02:07	70517/70517	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:02:06%20GMT	https://www.gotur.kz/oteli/kazakhstan/kostanaiskaia-obl.html	./gotur-website/www.gotur.kz/oteli/kazakhstan/kostanaiskaia-obl.html	(from https://www.gotur.kz/)
00:02:08	65113/65113	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:02:07%20GMT	https://www.gotur.kz/oteli/kazakhstan/kyzylordinskaia-obl.html	./gotur-website/www.gotur.kz/oteli/kazakhstan/kyzylordinskaia-obl.html	(from https://www.gotur.kz/)
00:02:09	93733/93733	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:02:08%20GMT	https://www.gotur.kz/oteli/kazakhstan/mangistauskaia-obl.html	./gotur-website/www.gotur.kz/oteli/kazakhstan/mangistauskaia-obl.html	(from https://www.gotur.kz/)
00:02:10	63453/63453	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:02:09%20GMT	https://www.gotur.kz/oteli/kazakhstan/pavlodarskaia-obl.html	./gotur-website/www.gotur.kz/oteli/kazakhstan/pavlodarskaia-obl.html	(from https://www.gotur.kz/)
00:02:11	67267/67267	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:02:10%20GMT	https://www.gotur.kz/oteli/kazakhstan/severo-kazakhstanskaia-obl.html	./gotur-website/www.gotur.kz/oteli/kazakhstan/severo-kazakhstanskaia-obl.html	(from https://www.gotur.kz/)
00:02:12	104083/104083	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:02:11%20GMT	https://www.gotur.kz/oteli/kazakhstan/iuzhno-kazakhstanskaia-obl.html	./gotur-website/www.gotur.kz/oteli/kazakhstan/iuzhno-kazakhstanskaia-obl.html	(from https://www.gotur.kz/)
00:02:13	104527/104527	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:02:12%20GMT	https://www.gotur.kz/oteli/kazakhstan/otdykh-na-kapchagae.html	./gotur-website/www.gotur.kz/oteli/kazakhstan/otdykh-na-kapchagae.html	(from https://www.gotur.kz/)
